,ticker,market_cap,fte,revenue,rev_per_fte
33,AMLX,"$1,264,710,000.00",205.00,$0.00,$0.00
34,AMPH,"$1,807,490,000.00","1,761.00",$0.00,$0.00
35,AMPL,"$1,840,900,000.00",612.00,$0.00,$0.00
37,AMRX,"$1,069,400,000.00","7,000.00",$0.00,$0.00
27,ALKT,"$1,271,510,000.00",667.00,$0.00,$0.00
38,AMSF,"$928,870,000.00",371.00,$0.00,$0.00
39,AMTB,"$919,430,000.00",680.00,$0.00,$0.00
40,AMWL,"$1,250,820,000.00","1,035.00",$0.00,$0.00
41,ANDE,"$1,117,820,000.00","2,371.00",$0.00,$0.00
42,ANF,"$928,680,000.00","7,000.00",$0.00,$0.00
43,AOSL,"$1,069,230,000.00","3,939.00",$0.00,$0.00
44,ARCB,"$1,995,650,000.00","14,000.00",$0.00,$0.00
28,ALLG,"$1,073,230,000.00",140.00,$0.00,$0.00
26,ALG,"$1,476,550,000.00","4,300.00",$0.00,$0.00
48,ARIS,"$1,076,520,000.00",148.00,$0.00,$0.00
11,ADV,"$1,409,880,000.00","20,000.00",$0.00,$0.00
3,ACEL,"$1,045,090,000.00",900.00,$0.00,$0.00
4,ACLX,"$953,210,000.00",78.00,$0.00,$0.00
5,ACMR,"$971,290,000.00",877.00,$0.00,$0.00
6,ACRS,"$1,079,040,000.00",72.00,$0.00,$0.00
8,ADPT,"$1,367,550,000.00",858.00,$0.00,$0.00
9,ADTN,"$1,846,410,000.00","1,335.00",$0.00,$0.00
10,ADUS,"$1,527,150,000.00","5,416.00",$0.00,$0.00
15,AGIO,"$1,165,800,000.00",390.00,$0.00,$0.00
25,ALEX,"$1,335,110,000.00",611.00,$0.00,$0.00
16,AGM,"$1,114,650,000.00",153.00,$0.00,$0.00
17,AGYS,"$1,330,750,000.00","1,400.00",$0.00,$0.00
18,AHH,"$1,188,010,000.00",138.00,$0.00,$0.00
19,AIR,"$1,568,380,000.00","4,500.00",$0.00,$0.00
20,AIV,"$1,161,790,000.00",62.00,$0.00,$0.00
23,AKR,"$1,599,820,000.00",123.00,$0.00,$0.00
24,ALEC,"$916,010,000.00",237.00,$0.00,$0.00
46,ARGO,"$1,188,260,000.00","1,273.00",$0.00,$0.00
49,ARKO,"$1,122,860,000.00","11,236.00",$0.00,$0.00
94,BLNK,"$1,015,560,000.00",191.00,$0.00,$0.00
85,BFS,"$1,194,860,000.00",113.00,$0.00,$0.00
74,BALY,"$1,159,640,000.00","10,000.00",$0.00,$0.00
75,BANC,"$1,142,920,000.00",673.00,$0.00,$0.00
77,BBAR,"$1,183,080,000.00","5,852.00",$0.00,$0.00
78,BBIO,"$1,587,330,000.00",576.00,$0.00,$0.00
80,BBU,"$1,570,140,000.00","90,000.00",$0.00,$0.00
82,BCOR,"$916,140,000.00","1,100.00",$0.00,$0.00
84,BDN,"$1,615,910,000.00",324.00,$0.00,$0.00
86,BGCP,"$1,390,690,000.00","3,920.00",$0.00,$0.00
72,AZZ,"$1,017,650,000.00","3,885.00",$0.00,$0.00
87,BGS,"$1,634,420,000.00","2,922.00",$0.00,$0.00
88,BHG,"$1,144,270,000.00","3,203.00",$0.00,$0.00
89,BHLB,"$1,250,940,000.00","1,322.00",$0.00,$0.00
90,BIGC,"$1,304,690,000.00","1,337.00",$0.00,$0.00
91,BKD,"$903,820,000.00","24,090.00",$0.00,$0.00
92,BKE,"$1,529,290,000.00","2,800.00",$0.00,$0.00
93,BLMN,"$1,602,870,000.00","82,000.00",$0.00,$0.00
73,B,"$1,668,690,000.00","5,100.00",$0.00,$0.00
71,AXSM,"$1,583,480,000.00",116.00,$0.00,$0.00
50,AROC,"$1,282,230,000.00","1,100.00",$0.00,$0.00
60,ATGE,"$1,767,860,000.00","10,000.00",$0.00,$0.00
51,ARQT,"$1,179,610,000.00",147.00,$0.00,$0.00
52,ARRY,"$1,856,690,000.00","1,348.00",$0.00,$0.00
53,ARVL,"$1,106,570,000.00","2,695.00",$0.00,$0.00
54,ASIX,"$1,050,390,000.00","1,375.00",$0.00,$0.00
55,ASTE,"$1,078,940,000.00","4,041.00",$0.00,$0.00
57,ASTS,"$1,208,210,000.00",386.00,$0.00,$0.00
59,ATEN,"$1,104,400,000.00",590.00,$0.00,$0.00
61,ATRI,"$1,142,760,000.00",667.00,$0.00,$0.00
70,AXL,"$952,540,000.00","18,000.00",$0.00,$0.00
62,AUPH,"$1,508,330,000.00",300.00,$0.00,$0.00
64,AVDX,"$1,344,100,000.00","1,600.00",$0.00,$0.00
65,AVID,"$1,296,570,000.00","1,405.00",$0.00,$0.00
66,AVNS,"$1,327,370,000.00","4,555.00",$0.00,$0.00
67,AVO,"$1,050,180,000.00","2,800.00",$0.00,$0.00
68,AVPT,"$917,310,000.00","1,934.00",$0.00,$0.00
69,AVXL,"$910,570,000.00",25.00,$0.00,$0.00
191,DGII,"$938,360,000.00",659.00,$0.00,$0.00
192,DHT,"$1,180,620,000.00",18.00,$0.00,$0.00
193,DIN,"$1,117,650,000.00",513.00,$0.00,$0.00
325,HTGC,"$1,826,080,000.00",90.00,$0.00,$0.00
318,HMY,"$1,761,270,000.00","38,459.00",$0.00,$0.00
319,HNI,"$1,531,340,000.00","7,900.00",$0.00,$0.00
320,HOLI,"$986,210,000.00","3,876.00",$0.00,$0.00
321,HOPE,"$1,769,590,000.00","1,537.00",$0.00,$0.00
322,HOUS,"$1,245,450,000.00","9,665.00",$0.00,$0.00
323,HRT,"$1,213,750,000.00","2,760.00",$0.00,$0.00
324,HSKA,"$909,390,000.00",655.00,$0.00,$0.00
326,HTLD,"$1,171,500,000.00","3,180.00",$0.00,$0.00
316,HLMN,"$1,904,980,000.00","4,212.00",$0.00,$0.00
327,HTLF,"$1,839,070,000.00","2,087.00",$0.00,$0.00
328,HURN,"$1,393,610,000.00","4,243.00",$0.00,$0.00
330,HYZN,"$947,710,000.00",200.00,$0.00,$0.00
331,HZO,"$931,180,000.00","2,666.00",$0.00,$0.00
332,IAS,"$1,635,310,000.00",760.00,$0.00,$0.00
333,IBRX,"$1,771,270,000.00",688.00,$0.00,$0.00
334,ICFI,"$1,763,630,000.00","8,000.00",$0.00,$0.00
317,HMN,"$1,437,130,000.00","1,450.00",$0.00,$0.00
315,HLLY,"$1,469,610,000.00","1,721.00",$0.00,$0.00
336,IHRT,"$1,156,720,000.00","9,180.00",$0.00,$0.00
303,GTN,"$1,764,580,000.00","8,608.00",$0.00,$0.00
295,GOEV,"$992,540,000.00",805.00,$0.00,$0.00
296,GOSS,"$923,040,000.00",185.00,$0.00,$0.00
297,GPOR,"$1,870,670,000.00",212.00,$0.00,$0.00
298,GPRE,"$1,749,930,000.00",859.00,$0.00,$0.00
299,GPRO,"$987,890,000.00",766.00,$0.00,$0.00
300,GRBK,"$1,195,180,000.00",540.00,$0.00,$0.00
302,GSM,"$1,058,500,000.00","3,425.00",$0.00,$0.00
304,GTY,"$1,286,950,000.00",31.00,$0.00,$0.00
314,HLIT,"$1,070,800,000.00","1,267.00",$0.00,$0.00
305,GVA,"$1,373,230,000.00","1,900.00",$0.00,$0.00
307,HCC,"$1,593,310,000.00",704.00,$0.00,$0.00
308,HCSG,"$1,080,010,000.00","39,200.00",$0.00,$0.00
309,HEES,"$1,095,030,000.00","2,157.00",$0.00,$0.00
311,HFWA,"$914,820,000.00",765.00,$0.00,$0.00
312,HIMS,"$1,294,630,000.00",398.00,$0.00,$0.00
313,HIMX,"$1,289,790,000.00","2,100.00",$0.00,$0.00
335,IDCC,"$1,796,360,000.00",510.00,$0.00,$0.00
337,IMAB,"$927,760,000.00",378.00,$0.00,$0.00
293,GIII,"$1,077,320,000.00","2,900.00",$0.00,$0.00
373,KURA,"$1,045,480,000.00",117.00,$0.00,$0.00
364,KFRC,"$1,370,200,000.00","2,000.00",$0.00,$0.00
365,KIDS,"$972,740,000.00",133.00,$0.00,$0.00
366,KIND,"$1,351,500,000.00",637.00,$0.00,$0.00
367,KN,"$1,740,230,000.00","7,000.00",$0.00,$0.00
369,KRNT,"$1,320,980,000.00",882.00,$0.00,$0.00
371,KRYS,"$1,875,020,000.00",119.00,$0.00,$0.00
372,KTOS,"$1,818,700,000.00","3,300.00",$0.00,$0.00
374,KYMR,"$1,133,320,000.00",143.00,$0.00,$0.00
362,KC,"$930,150,000.00","10,209.00",$0.00,$0.00
376,LADR,"$1,446,550,000.00",65.00,$0.00,$0.00
377,LAW,"$1,521,670,000.00",470.00,$0.00,$0.00
378,LBAI,"$999,840,000.00",681.00,$0.00,$0.00
379,LC,"$1,514,660,000.00","1,384.00",$0.00,$0.00
380,LEV,"$973,210,000.00","1,100.00",$0.00,$0.00
381,LFG,"$1,808,500,000.00",292.00,$0.00,$0.00
382,LGF-B,"$1,289,960,000.00","1,448.00",$0.00,$0.00
363,KDNY,"$1,150,940,000.00",138.00,$0.00,$0.00
361,KALU,"$1,189,080,000.00","4,015.00",$0.00,$0.00
338,IMAX,"$1,056,840,000.00",665.00,$0.00,$0.00
347,INVA,"$1,033,610,000.00",5.00,$0.00,$0.00
339,IMGN,"$1,151,460,000.00",106.00,$0.00,$0.00
340,IMKTA,"$1,751,910,000.00","10,920.00",$0.00,$0.00
341,INDI,"$1,051,710,000.00",400.00,$0.00,$0.00
342,INFN,"$1,364,370,000.00","3,225.00",$0.00,$0.00
343,INSW,"$1,164,800,000.00","2,061.00",$0.00,$0.00
344,INT,"$1,441,840,000.00","4,414.00",$0.00,$0.00
345,INTA,"$978,000,000.00",749.00,$0.00,$0.00
348,IONQ,"$1,055,040,000.00",97.00,$0.00,$0.00
357,JELD,"$1,462,730,000.00","24,700.00",$0.00,$0.00
350,IRBT,"$1,172,770,000.00","1,415.00",$0.00,$0.00
351,IRWD,"$1,804,330,000.00",219.00,$0.00,$0.00
352,ISEE,"$1,310,390,000.00",133.00,$0.00,$0.00
353,ITOS,"$937,870,000.00",94.00,$0.00,$0.00
354,IVT,"$1,835,450,000.00",115.00,$0.00,$0.00
355,JACK,"$1,333,040,000.00","2,605.00",$0.00,$0.00
356,JBI,"$1,471,510,000.00","1,606.00",$0.00,$0.00
294,GNL,"$1,567,880,000.00",1.00,$0.00,$0.00
292,GIC,"$1,299,710,000.00","1,480.00",$0.00,$0.00
194,DK,"$1,717,830,000.00","3,312.00",$0.00,$0.00
228,ENVX,"$1,760,230,000.00",215.00,$0.00,$0.00
221,EIG,"$1,155,100,000.00",608.00,$0.00,$0.00
222,ELF,"$1,807,820,000.00",303.00,$0.00,$0.00
223,EMBC,"$1,601,410,000.00","2,029.00",$0.00,$0.00
224,ENFN,"$1,317,910,000.00",892.00,$0.00,$0.00
225,ENIC,"$1,786,260,000.00","2,226.00",$0.00,$0.00
226,ENTA,"$1,034,310,000.00",155.00,$0.00,$0.00
227,ENVA,"$1,132,990,000.00","1,463.00",$0.00,$0.00
230,EPAC,"$1,161,320,000.00","2,100.00",$0.00,$0.00
219,EGO,"$1,067,040,000.00","4,600.00",$0.00,$0.00
232,ERAS,"$994,990,000.00",123.00,$0.00,$0.00
233,ERII,"$1,183,950,000.00",222.00,$0.00,$0.00
234,ERJ,"$1,636,150,000.00","15,427.00",$0.00,$0.00
235,ESE,"$1,863,070,000.00","2,700.00",$0.00,$0.00
236,ESRT,"$1,297,020,000.00",693.00,$0.00,$0.00
237,ESTA,"$1,401,250,000.00",746.00,$0.00,$0.00
238,ESTE,"$1,829,300,000.00",81.00,$0.00,$0.00
220,EHAB,"$933,120,000.00","10,593.00",$0.00,$0.00
218,EGBN,"$1,531,240,000.00",507.00,$0.00,$0.00
243,EVEX,"$1,882,200,000.00",60.00,$0.00,$0.00
206,DVAX,"$1,923,900,000.00",311.00,$0.00,$0.00
195,DLX,"$994,730,000.00","6,224.00",$0.00,$0.00
198,DNOW,"$1,147,070,000.00","2,300.00",$0.00,$0.00
199,DOLE,"$912,870,000.00","38,500.00",$0.00,$0.00
200,DOMO,"$1,097,230,000.00",917.00,$0.00,$0.00
201,DOOR,"$1,963,480,000.00","10,300.00",$0.00,$0.00
202,DRH,"$1,902,910,000.00",28.00,$0.00,$0.00
203,DSGN,"$1,114,280,000.00",44.00,$0.00,$0.00
208,DX,"$927,810,000.00",19.00,$0.00,$0.00
217,EFSC,"$1,636,690,000.00","1,032.00",$0.00,$0.00
209,EAF,"$1,977,520,000.00","1,353.00",$0.00,$0.00
210,EAT,"$1,095,420,000.00","59,491.00",$0.00,$0.00
211,EB,"$1,103,130,000.00",707.00,$0.00,$0.00
212,EBS,"$1,688,400,000.00","2,416.00",$0.00,$0.00
213,ECPG,"$1,628,210,000.00","6,604.00",$0.00,$0.00
214,ECVT,"$1,418,840,000.00",833.00,$0.00,$0.00
215,EDIT,"$1,199,600,000.00",264.00,$0.00,$0.00
242,EVBG,"$1,155,000,000.00","1,981.00",$0.00,$0.00
244,EVRI,"$1,686,840,000.00","1,550.00",$0.00,$0.00
291,GGR,"$1,571,220,000.00","1,963.00",$0.00,$0.00
279,FWRG,"$907,980,000.00","10,000.00",$0.00,$0.00
270,FORG,"$1,918,390,000.00",786.00,$0.00,$0.00
271,FORR,"$915,090,000.00","1,945.00",$0.00,$0.00
272,FORTY,"$1,515,000,000.00","20,333.00",$0.00,$0.00
274,FREY,"$1,039,080,000.00",119.00,$0.00,$0.00
275,FRG,"$1,369,100,000.00","9,119.00",$0.00,$0.00
277,FSLY,"$1,512,760,000.00",976.00,$0.00,$0.00
278,FVRR,"$1,458,990,000.00",787.00,$0.00,$0.00
281,GABC,"$1,058,730,000.00",894.00,$0.00,$0.00
268,FNA,"$1,442,590,000.00",343.00,$0.00,$0.00
282,GBX,"$1,039,870,000.00","10,300.00",$0.00,$0.00
283,GDEN,"$1,227,840,000.00","6,300.00",$0.00,$0.00
284,GDOT,"$1,457,520,000.00","1,200.00",$0.00,$0.00
286,GDYN,"$1,215,330,000.00","3,671.00",$0.00,$0.00
287,GEL,"$1,041,080,000.00","1,892.00",$0.00,$0.00
288,GES,"$1,141,070,000.00","12,500.00",$0.00,$0.00
289,GFF,"$1,569,600,000.00","6,700.00",$0.00,$0.00
269,FNKO,"$1,240,750,000.00","1,138.00",$0.00,$0.00
267,FLNG,"$1,610,920,000.00",8.00,$0.00,$0.00
247,EWCZ,"$1,247,950,000.00",111.00,$0.00,$0.00
257,FCF,"$1,351,950,000.00","1,409.00",$0.00,$0.00
248,EXAI,"$1,440,340,000.00",285.00,$0.00,$0.00
249,EXFY,"$1,571,870,000.00",144.00,$0.00,$0.00
251,FBC,"$1,992,970,000.00","5,036.00",$0.00,$0.00
252,FBIOP,"$1,062,170,000.00",173.00,$0.00,$0.00
253,FBK,"$1,956,350,000.00","1,962.00",$0.00,$0.00
254,FBNC,"$1,315,110,000.00","1,179.00",$0.00,$0.00
256,FCEL,"$1,372,710,000.00",382.00,$0.00,$0.00
258,FDP,"$1,350,760,000.00","40,055.00",$0.00,$0.00
266,FLNC,"$1,927,880,000.00",450.00,$0.00,$0.00
259,FEAM,"$1,141,370,000.00",22.00,$0.00,$0.00
260,FFIE,"$911,860,000.00",745.00,$0.00,$0.00
261,FFWM,"$1,161,270,000.00",674.00,$0.00,$0.00
262,FGEN,"$1,152,080,000.00",566.00,$0.00,$0.00
263,FIGS,"$1,665,730,000.00",264.00,$0.00,$0.00
264,FINV,"$1,297,800,000.00","4,259.00",$0.00,$0.00
265,FLGT,"$1,802,060,000.00",645.00,$0.00,$0.00
748,ZUO,"$1,150,380,000.00","1,393.00",$0.00,$0.00
0,AAC,"$1,232,470,000.00",0.00,$0.00,$0.00
7,ACVA,"$1,175,020,000.00",0.00,$0.00,$0.00
12,ADX,"$1,887,620,000.00",0.00,$0.00,$0.00
13,AFYA,"$904,420,000.00",0.00,$0.00,$0.00
14,AG,"$1,719,060,000.00",0.00,$0.00,$0.00
21,AKO-A,"$1,443,520,000.00",0.00,$0.00,$0.00
22,AKO-B,"$1,620,560,000.00",0.00,$0.00,$0.00
45,ARCO,"$1,452,720,000.00",0.00,$0.00,$0.00
47,ARI,"$1,625,220,000.00",0.00,$0.00,$0.00
56,ASTL,"$1,415,930,000.00",0.00,$0.00,$0.00
58,ASZ,"$1,926,080,000.00",0.00,$0.00,$0.00
63,AUS,"$965,010,000.00",0.00,$0.00,$0.00
76,BATRK,"$1,124,710,000.00",0.00,$0.00,$0.00
79,BBN,"$1,152,990,000.00",0.00,$0.00,$0.00
81,BCAT,"$1,683,960,000.00",0.00,$0.00,$0.00
83,BDJ,"$1,753,820,000.00",0.00,$0.00,$0.00
98,BMEZ,"$1,874,830,000.00",0.00,$0.00,$0.00
104,BST,"$1,173,350,000.00",0.00,$0.00,$0.00
105,BSTZ,"$1,593,040,000.00",0.00,$0.00,$0.00
107,BTT,"$1,592,020,000.00",0.00,$0.00,$0.00
108,BTZ,"$1,054,440,000.00",0.00,$0.00,$0.00
111,BVN,"$1,570,950,000.00",0.00,$0.00,$0.00
112,BXMX,"$1,372,910,000.00",0.00,$0.00,$0.00
128,CET,"$938,480,000.00",0.00,$0.00,$0.00
130,CGAU,"$1,784,500,000.00",0.00,$0.00,$0.00
135,CHY,"$902,730,000.00",0.00,$0.00,$0.00
140,CLM,"$1,099,810,000.00",0.00,$0.00,$0.00
145,CMPR,"$915,780,000.00",0.00,$0.00,$0.00
156,CONX,"$928,960,000.00",0.00,$0.00,$0.00
158,CPUH,"$1,062,020,000.00",0.00,$0.00,$0.00
165,CRS,"$1,434,970,000.00",0.00,$0.00,$0.00
175,CVII,"$1,688,830,000.00",0.00,$0.00,$0.00
196,DMLP,"$1,106,970,000.00",0.00,$0.00,$0.00
197,DNN,"$989,020,000.00",0.00,$0.00,$0.00
204,DSGR,"$1,005,510,000.00",0.00,$0.00,$0.00
205,DSL,"$1,235,180,000.00",0.00,$0.00,$0.00
207,DWAC,"$1,189,780,000.00",0.00,$0.00,$0.00
216,EFC,"$952,880,000.00",0.00,$0.00,$0.00
229,EOS,"$906,400,000.00",0.00,$0.00,$0.00
231,EQX,"$1,236,830,000.00",0.00,$0.00,$0.00
239,ETV,"$1,534,950,000.00",0.00,$0.00,$0.00
240,ETW,"$927,200,000.00",0.00,$0.00,$0.00
241,ETY,"$1,850,390,000.00",0.00,$0.00,$0.00
245,EVT,"$1,839,870,000.00",0.00,$0.00,$0.00
246,EVV,"$1,210,490,000.00",0.00,$0.00,$0.00
250,EXTR,"$1,444,350,000.00",0.00,$0.00,$0.00
255,FBRT,"$1,290,590,000.00",0.00,$0.00,$0.00
273,FPF,"$1,155,160,000.00",0.00,$0.00,$0.00
276,FRGE,"$972,390,000.00",0.00,$0.00,$0.00
280,GAB,"$1,646,950,000.00",0.00,$0.00,$0.00
285,GDV,"$1,927,520,000.00",0.00,$0.00,$0.00
290,GGAL,"$1,928,440,000.00",0.00,$0.00,$0.00
301,GSBD,"$1,697,570,000.00",0.00,$0.00,$0.00
306,HBM,"$1,160,210,000.00",0.00,$0.00,$0.00
310,HERA,"$1,069,910,000.00",0.00,$0.00,$0.00
329,HYT,"$1,197,490,000.00",0.00,$0.00,$0.00
346,INTR,"$1,227,840,000.00",0.00,$0.00,$0.00
349,IPOF,"$1,430,360,000.00",0.00,$0.00,$0.00
358,JPS,"$1,521,370,000.00",0.00,$0.00,$0.00
359,JWSM,"$1,278,180,000.00",0.00,$0.00,$0.00
360,KAHC,"$1,695,620,000.00",0.00,$0.00,$0.00
368,KREF,"$1,263,930,000.00",0.00,$0.00,$0.00
370,KRP,"$1,110,950,000.00",0.00,$0.00,$0.00
375,KYN,"$1,112,740,000.00",0.00,$0.00,$0.00
392,LOMA,"$1,512,030,000.00",0.00,$0.00,$0.00
412,ME,"$1,334,880,000.00",0.00,$0.00,$0.00
437,MQY,"$917,790,000.00",0.00,$0.00,$0.00
440,MRUS,"$1,105,100,000.00",0.00,$0.00,$0.00
444,MUC,"$1,192,770,000.00",0.00,$0.00,$0.00
445,MUI,"$901,230,000.00",0.00,$0.00,$0.00
450,NAAS,"$1,373,050,000.00",0.00,$0.00,$0.00
452,NAC,"$1,768,660,000.00",0.00,$0.00,$0.00
459,NFJ,"$1,183,120,000.00",0.00,$0.00,$0.00
460,NG,"$1,533,570,000.00",0.00,$0.00,$0.00
464,NMFC,"$1,199,710,000.00",0.00,$0.00,$0.00
466,NMZ,"$1,158,750,000.00",0.00,$0.00,$0.00
470,NRK,"$981,400,000.00",0.00,$0.00,$0.00
474,NTST,"$977,240,000.00",0.00,$0.00,$0.00
477,NUV,"$1,888,640,000.00",0.00,$0.00,$0.00
485,NZF,"$1,837,690,000.00",0.00,$0.00,$0.00
488,OCSL,"$1,215,630,000.00",0.00,$0.00,$0.00
496,OPI,"$994,000,000.00",0.00,$0.00,$0.00
510,PBT,"$910,420,000.00",0.00,$0.00,$0.00
514,PDI,"$1,466,320,000.00",0.00,$0.00,$0.00
542,PRPB,"$929,760,000.00",0.00,$0.00,$0.00
545,PTLO,"$1,506,620,000.00",0.00,$0.00,$0.00
549,PTY,"$1,460,610,000.00",0.00,$0.00,$0.00
553,QQQX,"$1,032,190,000.00",0.00,$0.00,$0.00
556,RA,"$940,870,000.00",0.00,$0.00,$0.00
575,RNP,"$1,091,720,000.00",0.00,$0.00,$0.00
582,RQI,"$1,950,550,000.00",0.00,$0.00,$0.00
584,RTL,"$1,029,790,000.00",0.00,$0.00,$0.00
586,RVT,"$1,568,250,000.00",0.00,$0.00,$0.00
592,SA,"$992,400,000.00",0.00,$0.00,$0.00
596,SAND,"$1,035,650,000.00",0.00,$0.00,$0.00
601,SBR,"$968,310,000.00",0.00,$0.00,$0.00
608,SEA,"$1,975,110,000.00",0.00,$0.00,$0.00
613,SG,"$1,610,020,000.00",0.00,$0.00,$0.00
624,SLI,"$1,271,820,000.00",0.00,$0.00,$0.00
634,SPH,"$1,017,070,000.00",0.00,$0.00,$0.00
645,STEM,"$1,374,030,000.00",0.00,$0.00,$0.00
649,STRA,"$1,744,660,000.00",0.00,$0.00,$0.00
651,SVC,"$1,080,200,000.00",0.00,$0.00,$0.00
671,TLRY,"$1,692,230,000.00",0.00,$0.00,$0.00
681,TSLX,"$1,364,850,000.00",0.00,$0.00,$0.00
686,TWI,"$1,010,150,000.00",0.00,$0.00,$0.00
688,TY,"$1,441,510,000.00",0.00,$0.00,$0.00
697,USA,"$1,484,050,000.00",0.00,$0.00,$0.00
